STUDY_ID	SAMPLE_ID	SGCG
brca_metabric	MB-5654	4.5788
brca_metabric	MB-5655	0.0859
brca_metabric	MB-5656	0.8455
brca_metabric	MB-6001	-0.3895
brca_metabric	MB-6006	-0.1721
brca_metabric	MB-6007	-0.071
brca_metabric	MB-6008	-0.3555
brca_metabric	MB-6010	-0.3601
brca_metabric	MB-6011	-0.0888
brca_metabric	MB-6012	-1.18
brca_metabric	MB-6014	-0.1171
brca_metabric	MB-6016	1.5464
brca_metabric	MB-6017	-0.5811
brca_metabric	MB-6018	-0.16
brca_metabric	MB-6019	-0.7445
brca_metabric	MB-6021	-0.3974
brca_metabric	MB-6022	0.1907
brca_metabric	MB-6023	0.1627
brca_metabric	MB-6024	-0.634
brca_metabric	MB-6026	-0.3557
brca_metabric	MB-6029	-0.47
brca_metabric	MB-6030	-0.2003
brca_metabric	MB-6036	-0.7816
brca_metabric	MB-6039	-0.9257
brca_metabric	MB-6042	-0.9772
brca_metabric	MB-6044	-0.04
brca_metabric	MB-6047	-0.1809
brca_metabric	MB-6048	0.2037
brca_metabric	MB-6049	-1.1204
brca_metabric	MB-6050	0.1608
brca_metabric	MB-6051	0.129
brca_metabric	MB-6052	-0.643
brca_metabric	MB-6053	-0.292
brca_metabric	MB-6055	-0.6294
brca_metabric	MB-6058	-0.2957
brca_metabric	MB-6059	-0.6403
brca_metabric	MB-6060	-0.6265
brca_metabric	MB-6062	-1.403
brca_metabric	MB-6063	0.1056
brca_metabric	MB-6065	0.1729
brca_metabric	MB-6068	0.1303
brca_metabric	MB-6069	-0.1343
brca_metabric	MB-6071	-0.0969
brca_metabric	MB-6075	-0.2733
brca_metabric	MB-6077	0.3077
brca_metabric	MB-6079	-0.0623
brca_metabric	MB-6080	-0.0257
brca_metabric	MB-6082	7.0899
brca_metabric	MB-6083	1.2425
brca_metabric	MB-6085	-1.6788
brca_metabric	MB-6092	-0.6432
brca_metabric	MB-6097	-0.4084
brca_metabric	MB-6098	-0.4193
brca_metabric	MB-6100	-1.0227
brca_metabric	MB-6101	0.0697
brca_metabric	MB-6103	-0.1135
brca_metabric	MB-6105	0.0221
brca_metabric	MB-6107	-0.3131
brca_metabric	MB-6108	-0.2922
brca_metabric	MB-6113	0.4573
brca_metabric	MB-6114	-0.1022
brca_metabric	MB-6116	-0.179
brca_metabric	MB-6118	-0.2311
brca_metabric	MB-6122	-0.7846
brca_metabric	MB-6124	-0.7426
brca_metabric	MB-6125	0.1571
brca_metabric	MB-6131	-0.2937
brca_metabric	MB-6133	-0.4808
brca_metabric	MB-6135	-0.7149
brca_metabric	MB-6138	-0.7496
brca_metabric	MB-6141	-0.2537
brca_metabric	MB-6143	1.4238
brca_metabric	MB-6144	-0.7708
brca_metabric	MB-6145	-0.146
brca_metabric	MB-6146	-0.4266
brca_metabric	MB-6147	-0.7608
brca_metabric	MB-6149	-0.6895
brca_metabric	MB-6150	-0.1471
brca_metabric	MB-6152	-0.3521
brca_metabric	MB-6154	2.1329
brca_metabric	MB-6156	-0.5021
brca_metabric	MB-6157	2.5416
brca_metabric	MB-6160	0.0176
brca_metabric	MB-6163	-0.0185
brca_metabric	MB-6164	0.1045
brca_metabric	MB-6167	-0.5917
brca_metabric	MB-6168	-0.0773
brca_metabric	MB-6169	-0.5801
brca_metabric	MB-6171	-0.3637
brca_metabric	MB-6178	-0.2497
brca_metabric	MB-6179	0.1453
brca_metabric	MB-6181	-0.3911
brca_metabric	MB-6182	-0.4148
brca_metabric	MB-6183	0.4225
brca_metabric	MB-6184	-0.5956
brca_metabric	MB-6185	0.1925
brca_metabric	MB-6187	-0.1528
brca_metabric	MB-6188	0.121
brca_metabric	MB-6189	0.7249
brca_metabric	MB-6190	-0.4487
brca_metabric	MB-6192	0.3144
brca_metabric	MB-6194	0.1894
brca_metabric	MB-6195	0.7996
brca_metabric	MB-6200	-0.7784
brca_metabric	MB-6201	0.4055
brca_metabric	MB-6204	0.1915
brca_metabric	MB-6207	-0.2261
brca_metabric	MB-6208	1.8916
brca_metabric	MB-6211	-0.6426
brca_metabric	MB-6212	0.0149
brca_metabric	MB-6214	0.0195
brca_metabric	MB-6217	1.8775
brca_metabric	MB-6218	0.5133
brca_metabric	MB-6223	-0.4448
brca_metabric	MB-6224	0.5898
brca_metabric	MB-6225	0.0515
brca_metabric	MB-6226	-0.3154
brca_metabric	MB-6228	-0.2057
brca_metabric	MB-6229	0.0371
brca_metabric	MB-6231	-0.0768
brca_metabric	MB-6232	-0.8079
brca_metabric	MB-6233	0.2256
brca_metabric	MB-6234	-0.2105
brca_metabric	MB-6237	-0.6246
brca_metabric	MB-6238	-0.2467
brca_metabric	MB-6239	-0.5006
brca_metabric	MB-6242	0.5427
brca_metabric	MB-6245	-1.0398
brca_metabric	MB-6246	-0.924
brca_metabric	MB-6248	-0.4916
brca_metabric	MB-6251	0.2135
brca_metabric	MB-6253	-0.5052
brca_metabric	MB-6254	0.5189
brca_metabric	MB-6256	-0.2832
brca_metabric	MB-6257	-0.4015
brca_metabric	MB-6263	0.7343
brca_metabric	MB-6271	-1.3073
brca_metabric	MB-6272	0.1519
brca_metabric	MB-6273	-0.2809
brca_metabric	MB-6280	0.0713
brca_metabric	MB-6281	-0.6753
brca_metabric	MB-6283	0.6812
brca_metabric	MB-6284	-0.005
brca_metabric	MB-6286	1.0864
brca_metabric	MB-6287	0.1828
brca_metabric	MB-6288	-0.7281
brca_metabric	MB-6297	-0.3909
brca_metabric	MB-6300	-0.32
brca_metabric	MB-6302	0.0968
brca_metabric	MB-6305	-0.4083
brca_metabric	MB-6306	0.1782
brca_metabric	MB-6308	0.0816
brca_metabric	MB-6312	-0.2483
brca_metabric	MB-6314	-0.2208
brca_metabric	MB-6317	-0.3833
brca_metabric	MB-6318	-0.4557
brca_metabric	MB-6319	-0.2368
brca_metabric	MB-6322	-0.6313
brca_metabric	MB-6327	0.3154
brca_metabric	MB-6328	-0.1187
brca_metabric	MB-6329	-0.6672
brca_metabric	MB-6330	-0.2964
brca_metabric	MB-6334	-0.749
brca_metabric	MB-6336	-0.571
brca_metabric	MB-6337	-0.169
brca_metabric	MB-6344	-0.2133
brca_metabric	MB-6346	0.0464
brca_metabric	MB-6358	-0.3625
brca_metabric	MB-6359	-0.1103
brca_metabric	MB-6363	-0.2934
brca_metabric	MB-7000	0.693
brca_metabric	MB-7001	-0.1765
brca_metabric	MB-7002	-0.435
brca_metabric	MB-7003	-0.6548
brca_metabric	MB-7004	0.2622
brca_metabric	MB-7005	-0.3731
brca_metabric	MB-7006	0.5961
brca_metabric	MB-7007	0.7133
brca_metabric	MB-7008	1.153
brca_metabric	MB-7009	-0.6636
brca_metabric	MB-7010	-0.3062
brca_metabric	MB-7011	0.4909
brca_metabric	MB-7012	0.4671
brca_metabric	MB-7013	0.3863
brca_metabric	MB-7014	-0.5896
brca_metabric	MB-7015	-0.298
brca_metabric	MB-7017	0.0001
brca_metabric	MB-7018	0.463
brca_metabric	MB-7019	-0.0994
brca_metabric	MB-7020	-0.2315
brca_metabric	MB-7022	1.4312
brca_metabric	MB-7023	-0.0685
brca_metabric	MB-7024	-0.2031
brca_metabric	MB-7025	-0.299
brca_metabric	MB-7026	-0.4299
brca_metabric	MB-7027	0.2041
brca_metabric	MB-7028	3.4877
brca_metabric	MB-7029	0.8678
brca_metabric	MB-7030	-0.1949
brca_metabric	MB-7031	0.3923
brca_metabric	MB-7032	-0.1191
brca_metabric	MB-7034	-0.4171
brca_metabric	MB-7035	-0.2718
brca_metabric	MB-7036	0.4067
brca_metabric	MB-7037	0.5233
brca_metabric	MB-7038	-0.7578
brca_metabric	MB-7039	-0.4047
brca_metabric	MB-7040	7.1059
brca_metabric	MB-7041	0.7939
brca_metabric	MB-7042	0.7972
brca_metabric	MB-7043	-1.1671
brca_metabric	MB-7044	0.6558
brca_metabric	MB-7045	0.1934
brca_metabric	MB-7046	0.0769
brca_metabric	MB-7048	-0.1501
brca_metabric	MB-7049	4.6069
brca_metabric	MB-7050	0.3125
brca_metabric	MB-7051	-0.2124
brca_metabric	MB-7052	0.1256
brca_metabric	MB-7053	0.0577
brca_metabric	MB-7054	-0.03
brca_metabric	MB-7055	-0.2303
brca_metabric	MB-7056	-0.1225
brca_metabric	MB-7057	-0.502
brca_metabric	MB-7058	-0.3646
brca_metabric	MB-7059	-0.3541
brca_metabric	MB-7060	-0.4461
brca_metabric	MB-7061	-0.4055
brca_metabric	MB-7062	-0.3962
brca_metabric	MB-7063	-0.4806
brca_metabric	MB-7065	-0.3839
brca_metabric	MB-7066	-0.0516
brca_metabric	MB-7067	-0.3171
brca_metabric	MB-7068	-0.5317
brca_metabric	MB-7069	-0.1094
brca_metabric	MB-7070	-0.4338
brca_metabric	MB-7071	0.4482
brca_metabric	MB-7072	3.9213
brca_metabric	MB-7073	-0.5322
brca_metabric	MB-7074	0.3578
brca_metabric	MB-7075	-0.8396
brca_metabric	MB-7076	-0.5386
brca_metabric	MB-7077	-0.3768
brca_metabric	MB-7078	-0.146
brca_metabric	MB-7079	0.7924
brca_metabric	MB-7080	-0.1057
brca_metabric	MB-7081	-0.4349
brca_metabric	MB-7082	-0.2336
brca_metabric	MB-7083	-0.1954
brca_metabric	MB-7084	-0.3392
brca_metabric	MB-7085	-0.1819
brca_metabric	MB-7086	0.1682
brca_metabric	MB-7087	-0.4509
brca_metabric	MB-7088	-0.4257
brca_metabric	MB-7089	-0.1903
brca_metabric	MB-7090	-0.1581
brca_metabric	MB-7091	-0.6012
brca_metabric	MB-7092	0.2081
brca_metabric	MB-7093	0.3121
brca_metabric	MB-7094	-0.3463
brca_metabric	MB-7095	0.2516
brca_metabric	MB-7096	-0.18
brca_metabric	MB-7097	1.2832
brca_metabric	MB-7099	0.5674
brca_metabric	MB-7100	-0.2942
brca_metabric	MB-7101	-1.1034
brca_metabric	MB-7102	-0.6152
brca_metabric	MB-7104	-0.1878
brca_metabric	MB-7106	-0.1815
brca_metabric	MB-7107	5.1987
brca_metabric	MB-7109	-0.0135
brca_metabric	MB-7111	-0.5181
brca_metabric	MB-7112	0.1288
brca_metabric	MB-7113	0.213
brca_metabric	MB-7114	-0.6815
brca_metabric	MB-7115	-0.3214
brca_metabric	MB-7116	-0.1467
brca_metabric	MB-7118	-0.6224
brca_metabric	MB-7119	-0.1564
brca_metabric	MB-7121	0.007
brca_metabric	MB-7122	-0.5098
brca_metabric	MB-7123	-0.5852
brca_metabric	MB-7124	1.1659
brca_metabric	MB-7127	0.0478
brca_metabric	MB-7128	-0.0842
brca_metabric	MB-7130	-0.3082
brca_metabric	MB-7131	-0.4654
brca_metabric	MB-7132	-0.4564
brca_metabric	MB-7133	-0.7392
brca_metabric	MB-7135	-0.679
brca_metabric	MB-7137	-1.1337
brca_metabric	MB-7138	-0.8022
brca_metabric	MB-7140	0.1005
brca_metabric	MB-7141	0.171
brca_metabric	MB-7142	-0.2099
brca_metabric	MB-7143	-0.1278
brca_metabric	MB-7144	-0.077
brca_metabric	MB-7145	-0.6724
brca_metabric	MB-7147	-0.0993
brca_metabric	MB-7149	-0.6141
brca_metabric	MB-7150	-0.3164
brca_metabric	MB-7151	-0.3364
brca_metabric	MB-7152	0.31
brca_metabric	MB-7153	-0.0903
brca_metabric	MB-7154	-0.4827
brca_metabric	MB-7155	-0.5653
brca_metabric	MB-7157	-0.4582
brca_metabric	MB-7158	0.0924
brca_metabric	MB-7159	0.1502
brca_metabric	MB-7160	-0.3925
brca_metabric	MB-7161	2.5562
brca_metabric	MB-7162	-0.1088
brca_metabric	MB-7163	0.1002
brca_metabric	MB-7164	-0.0262
brca_metabric	MB-7165	0.0202
brca_metabric	MB-7167	-0.3342
brca_metabric	MB-7168	-0.0855
brca_metabric	MB-7170	-1.0516
brca_metabric	MB-7171	-0.2848
brca_metabric	MB-7172	-0.0444
brca_metabric	MB-7173	0.2385
brca_metabric	MB-7174	-0.4668
brca_metabric	MB-7176	-0.1092
brca_metabric	MB-7181	-0.4876
brca_metabric	MB-7182	5.2025
brca_metabric	MB-7185	-0.9827
brca_metabric	MB-7186	-0.156
brca_metabric	MB-7187	0.2793
brca_metabric	MB-7189	-0.3382
brca_metabric	MB-7193	-0.6026
brca_metabric	MB-7194	1.0095
brca_metabric	MB-7195	-0.1482
brca_metabric	MB-7196	-0.1811
brca_metabric	MB-7197	-0.4582
brca_metabric	MB-7198	-0.256
brca_metabric	MB-7199	-0.8322
brca_metabric	MB-7200	0.7271
brca_metabric	MB-7201	0.4195
brca_metabric	MB-7205	-0.3536
brca_metabric	MB-7207	-0.944
brca_metabric	MB-7208	-0.3538
brca_metabric	MB-7212	0.7288
brca_metabric	MB-7215	1.6967
brca_metabric	MB-7216	0.2703
brca_metabric	MB-7217	1.1178
brca_metabric	MB-7218	-0.0057
brca_metabric	MB-7219	0.1352
brca_metabric	MB-7220	-0.0359
brca_metabric	MB-7225	0.1347
brca_metabric	MB-7226	4.969
brca_metabric	MB-7227	-0.0372
brca_metabric	MB-7228	0.8678
brca_metabric	MB-7229	-1.0596
brca_metabric	MB-7230	-0.1831
brca_metabric	MB-7231	-0.5661
brca_metabric	MB-7232	-1.1237
brca_metabric	MB-7233	0.0604
brca_metabric	MB-7234	6.0041
brca_metabric	MB-7235	1.3664
brca_metabric	MB-7236	0.0556
brca_metabric	MB-7237	1.5197
brca_metabric	MB-7238	0.096
brca_metabric	MB-7241	3.8308
brca_metabric	MB-7243	0.1352
brca_metabric	MB-7244	0.0652
brca_metabric	MB-7249	-0.6136
brca_metabric	MB-7250	-0.0934
brca_metabric	MB-7251	-0.4011
brca_metabric	MB-7252	0.5011
brca_metabric	MB-7253	-0.3099
brca_metabric	MB-7254	0.2248
brca_metabric	MB-7256	-0.8545
brca_metabric	MB-7258	-0.4631
brca_metabric	MB-7260	-0.5901
brca_metabric	MB-7262	-0.6674
brca_metabric	MB-7263	0.0453
brca_metabric	MB-7264	-0.0951
brca_metabric	MB-7266	-0.2521
brca_metabric	MB-7267	-0.4191
brca_metabric	MB-7268	0.1061
brca_metabric	MB-7269	-0.6576
brca_metabric	MB-7270	-0.3099
brca_metabric	MB-7273	0.0935
brca_metabric	MB-7275	-0.2585
brca_metabric	MB-7276	-0.7909
brca_metabric	MB-7277	-0.4745
brca_metabric	MB-7278	-0.3826
brca_metabric	MB-7279	-0.1883
brca_metabric	MB-7280	-0.5171
brca_metabric	MB-7281	0.2633
brca_metabric	MB-7283	-0.9712
brca_metabric	MB-7284	-0.1378
brca_metabric	MB-7285	0.9131
brca_metabric	MB-7286	-0.3652
brca_metabric	MB-7287	0.262
brca_metabric	MB-7288	-0.1144
brca_metabric	MB-7289	-0.496
brca_metabric	MB-7291	0.1016
brca_metabric	MB-7292	-0.6871
brca_metabric	MB-7293	-0.2453
brca_metabric	MB-7294	-0.7882
brca_metabric	MB-7295	-0.4756
brca_metabric	MB-7296	-0.1134
brca_metabric	MB-7297	3.4236
brca_metabric	MB-7298	1.532
brca_metabric	MB-7299	-0.475
