STUDY_ID	SAMPLE_ID	ANGPT2
brca_metabric	MB-3435	-1.1602
brca_metabric	MB-3436	-0.2837
brca_metabric	MB-3437	-0.9222
brca_metabric	MB-3439	-0.9901
brca_metabric	MB-3450	-0.776
brca_metabric	MB-3452	1.3297
brca_metabric	MB-3453	0.3056
brca_metabric	MB-3459	-0.8387
brca_metabric	MB-3462	-0.111
brca_metabric	MB-3466	0.4854
brca_metabric	MB-3467	3.4752
brca_metabric	MB-3470	1.8889
brca_metabric	MB-3476	-1.4556
brca_metabric	MB-3479	1.064
brca_metabric	MB-3487	-1.9694
brca_metabric	MB-3488	-0.3317
brca_metabric	MB-3490	-0.6928
brca_metabric	MB-3492	-0.3681
brca_metabric	MB-3497	0.5062
brca_metabric	MB-3500	-0.5851
brca_metabric	MB-3502	0.6771
brca_metabric	MB-3506	0.3534
brca_metabric	MB-3510	-1.0952
brca_metabric	MB-3525	-1.6366
brca_metabric	MB-3526	-0.7769
brca_metabric	MB-3528	-1.8839
brca_metabric	MB-3530	-1.0801
brca_metabric	MB-3536	0.0268
brca_metabric	MB-3545	-0.2977
brca_metabric	MB-3548	-0.9344
brca_metabric	MB-3556	2.2764
brca_metabric	MB-3567	-0.0948
brca_metabric	MB-3576	0.7126
brca_metabric	MB-3582	-0.8796
brca_metabric	MB-3600	-0.4329
brca_metabric	MB-3606	1.0731
brca_metabric	MB-3614	2.5564
brca_metabric	MB-3702	-0.1279
brca_metabric	MB-3706	0.7606
brca_metabric	MB-3707	1.0049
brca_metabric	MB-3711	-0.7438
brca_metabric	MB-3748	0.9675
brca_metabric	MB-3752	-0.1638
brca_metabric	MB-3754	1.0157
brca_metabric	MB-3781	-0.962
